creator_id,med_followers,med_unq_viewers,med_duration,spon_rate,n_sessions,log_med_followers,log_med_unq_viewers,segment,split
34,95229.0,4658.0,123.0,0.4482758620689655,29,11.464050297188091,8.446556111816797,0,train
35,125931.0,6159.0,134.0,0.5714285714285714,21,11.743497357712894,8.725832056527565,2,train
36,109079.5,5208.5,124.0,0.4375,16,11.599841420740733,8.558239160852239,2,train
37,107770.0,4794.5,132.5,0.5,16,11.587763884567963,8.475433257168007,1,train
38,90088.0,4177.0,132.5,0.5833333333333334,24,11.408553349572781,8.33758794211651,0,train
39,118924.0,6286.0,130.0,0.42105263157894735,19,11.686248321300482,8.74623928838306,2,train
40,147011.0,7617.0,132.0,0.43478260869565216,23,11.898269495082172,8.938269147038548,2,train
41,132555.0,6656.0,143.0,0.4,25,11.794760476630081,8.803424211600703,1,train
42,102215.0,5420.5,123.0,0.375,16,11.534843500271158,8.598127808912237,2,train
43,121038.0,5964.0,128.0,0.5714285714285714,21,11.70386808669645,8.693664334532016,2,train
44,106117.0,5384.0,127.0,0.5384615384615384,13,11.572306961485308,8.591372589590488,0,train
45,117416.0,5932.0,128.0,0.5882352941176471,17,11.67348697998162,8.688285266258644,0,train
46,85723.0,4316.0,117.0,0.7272727272727273,22,11.358888112054567,8.370315995555478,0,test
47,116766.0,5598.0,122.0,0.7692307692307693,13,11.667935775209369,8.630343289348893,0,train
48,101901.0,5065.0,139.5,0.3333333333333333,18,11.531766846103585,8.53030683056162,1,train
49,135423.0,6859.0,133.0,0.5217391304347826,23,11.816165876337863,8.83346272071993,2,train
50,117661.0,5902.5,144.5,0.5,12,11.675571386404187,8.683300674347164,1,test
51,53605.5,2786.5,129.0,0.45454545454545453,22,10.88942560836316,7.9329004157683745,3,train
52,104546.0,4674.0,132.0,0.44,25,11.557392010040497,8.449984441722787,1,train
53,84153.0,4124.5,128.0,0.4,20,11.340403732654421,8.324942503544397,1,train
54,93054.0,4650.0,139.0,0.4,25,11.440945995178064,8.444837529224097,1,train
55,98796.5,4958.0,136.0,0.36363636363636365,22,11.500827579772093,8.508959386489133,1,train
56,132792.0,6379.0,135.0,0.5294117647058824,17,11.796546803791832,8.760923376338836,2,train
57,99316.5,4960.5,127.0,0.3333333333333333,24,11.506077068141389,8.509463393354297,1,test
58,85314.0,4122.0,135.0,0.5217391304347826,23,11.354105567961366,8.3243363327069,1,train
59,119305.5,5936.0,128.5,0.5,22,11.689451091094657,8.688959234270676,2,train
60,104556.0,5094.0,119.0,0.6666666666666666,15,11.557487656226199,8.536014945656826,0,test
61,100162.0,5108.5,128.5,0.38461538461538464,26,11.514554137962048,8.538856831052264,1,train
62,61723.0,3104.0,140.0,0.48,25,11.030428113191096,8.040768994367578,3,train
63,104696.5,5107.0,131.0,0.4444444444444444,18,11.558830518827609,8.53856321715243,1,train
64,96377.0,5362.0,126.0,0.3333333333333333,15,11.47603323878582,8.587278798982926,1,test
65,86941.0,4582.0,132.0,0.52,25,11.372996508649017,8.430109084509125,0,train
66,105995.0,5480.5,121.0,0.45454545454545453,22,11.571156636533132,8.609134065114596,2,test
67,86186.5,4174.0,126.0,0.4090909090909091,22,11.364280434535658,8.336869637284956,1,train
68,63363.0,3400.0,133.0,0.5833333333333334,24,11.05665115580874,8.131824785007195,3,train
69,81788.5,3993.5,113.5,0.4583333333333333,24,11.31190415249356,8.292673693922097,3,train
70,142299.0,7179.5,117.5,0.5,32,11.865692784077943,8.879124297500674,2,test
71,97869.0,4891.0,133.0,0.6086956521739131,23,11.491395346419866,8.495356496807062,0,test
72,122128.0,6317.0,138.0,0.6470588235294118,17,11.712833142135215,8.75115798136203,0,train
73,72087.5,3508.5,126.5,0.5555555555555556,18,11.18564980985797,8.163228856170477,3,train
74,74810.0,4054.0,139.0,0.30434782608695654,23,11.222720211974009,8.307705966549513,1,test
75,120201.5,5845.5,131.0,0.4583333333333333,24,11.69693309953584,8.673598470580373,2,train
76,107124.0,5135.5,135.5,0.45,20,11.581751655900081,8.544127192656319,1,train
77,114722.5,5840.0,141.0,0.5454545454545454,22,11.650280164433607,8.67265729404031,1,train
78,94892.0,4677.0,130.0,0.42105263157894735,19,11.460505220022895,8.450625947144124,1,train
79,95940.0,4738.0,123.0,0.4,15,11.471488698182888,8.463581421967588,1,test
80,79756.0,4082.0,126.0,0.5652173913043478,23,11.286739791089824,8.314587291319576,0,train
81,146787.0,7089.5,136.0,0.5833333333333334,12,11.896744647952131,8.866511138901402,2,train
82,108849.0,5171.5,137.5,0.22727272727272727,22,11.597726066662693,8.551111409619699,1,train
83,108853.5,5491.0,129.5,0.5666666666666667,30,11.597767407103527,8.61104776688786,0,train
84,77246.0,4176.0,139.0,0.3684210526315789,19,11.25476335905444,8.337348564497175,1,train
85,97244.0,4288.0,135.0,0.42105263157894735,19,11.484988846277206,8.36380888451688,1,train
86,121497.0,5480.0,134.0,0.5263157894736842,19,11.707653080721908,8.609042845046117,2,train
87,67399.0,3745.0,137.0,0.48148148148148145,27,11.118400296900399,8.228443883004033,3,train
88,99917.0,5165.0,122.5,0.5625,16,11.512105128586326,8.549853973655786,0,train
89,142366.5,6930.5,136.5,0.3181818181818182,22,11.866167021574427,8.843831518978432,2,train
90,129780.0,6621.5,133.5,0.6153846153846154,26,11.773603693492985,8.798228221146225,2,train
91,120458.0,6623.0,130.0,0.48484848484848486,33,11.699064725052379,8.798454696065095,2,train
92,137283.5,6586.0,129.0,0.4583333333333333,24,11.829810693904825,8.792853288640693,2,train
93,89327.5,4226.5,125.5,0.5,14,11.400075864883572,8.349366080772736,0,train
94,119977.0,6028.0,123.0,0.5357142857142857,28,11.69506367162324,8.704336438489406,2,train
95,86328.0,4161.5,137.5,0.5,24,11.365920857703658,8.3338711342887,1,train
96,109670.0,6373.0,135.5,0.42857142857142855,14,11.605240253976566,8.759982494977281,2,train
97,88489.5,4554.0,118.5,0.5909090909090909,22,11.390650480601405,8.423980809694058,0,train
98,116879.0,5670.0,128.0,0.5625,16,11.668903046424582,8.643120748014027,0,train
99,110074.0,5888.0,122.0,0.8181818181818182,11,11.608917230623955,8.68084148294457,0,train
100,64898.0,2986.0,141.0,0.5294117647058824,17,11.08058749425298,8.00202481821611,3,test
101,83994.0,3947.0,142.0,0.47058823529411764,17,11.338512552244314,8.280964400553373,1,test
102,80296.5,4547.5,142.0,0.5,18,11.293493766199893,8.422552787262116,1,train
103,70277.0,3644.0,143.0,0.42857142857142855,21,11.16021408429793,8.201111644442758,1,train
104,80961.5,3967.0,139.0,0.5416666666666666,24,11.301741363491173,8.286017468404763,1,train
105,100625.0,5001.0,129.0,0.6,20,11.519165952559682,8.517593111437565,0,train
106,66011.5,3302.5,125.0,0.5,14,11.09759939701519,8.10273779146994,3,train
107,137610.5,7285.0,128.5,0.5,22,11.832189776570532,8.89370997756851,2,train
108,136378.0,6909.0,131.0,0.47619047619047616,21,11.823193053594322,8.840724916761715,2,train
109,117136.0,5647.5,124.0,0.5,18,11.67109946893508,8.639145302166984,2,train
110,138728.0,7150.0,129.0,0.6153846153846154,13,11.840277668802559,8.875007486048396,2,test
111,130995.0,6979.0,127.0,0.7142857142857143,7,11.782922067365961,8.850804195756417,0,train
112,91338.0,4289.0,144.0,0.5263157894736842,19,11.422333138573082,8.364042011922063,1,test
113,83961.0,4107.0,138.0,0.42857142857142855,21,11.338119594517936,8.32069157104845,1,train
114,111844.5,5058.5,128.0,0.5,24,11.624873733654749,8.529022943169815,2,train
115,73644.0,3714.0,149.0,0.26666666666666666,15,11.207011530923644,8.220133957151859,1,train
116,84754.5,4079.0,140.0,0.5909090909090909,22,11.347525919892156,8.313852267398207,1,test
117,68450.0,3244.0,134.0,0.6086956521739131,23,11.13387343981368,8.08487062913819,3,train
118,85445.0,4062.5,103.0,0.3888888888888889,18,11.355639876447484,8.30979995019326,3,train
119,87062.0,4336.0,135.0,0.47619047619047616,21,11.374387273506388,8.374938143835367,1,train
120,105312.0,5261.0,122.0,0.5263157894736842,19,11.564692147292028,8.568266461600238,0,train
121,72586.0,3784.5,137.0,0.45,20,11.192541121418248,8.238933257543362,1,test
122,145356.0,7398.5,133.0,0.5833333333333334,12,11.886948064442109,8.909167709341903,2,train
123,107128.0,4856.5,154.5,0.0625,16,11.58178899475957,8.488279181251595,1,train
124,60161.5,3129.5,138.5,0.4230769230769231,26,11.004804513611365,8.048948015185365,3,train
125,80667.0,3831.0,134.0,0.4,15,11.298097245259733,8.251142139090751,1,test
126,116717.0,6127.0,122.5,0.4090909090909091,22,11.667516048025872,8.720623711420426,2,train
127,123545.0,5815.0,129.0,0.7142857142857143,21,11.724368835336202,8.668368019213355,0,train
128,147649.0,7704.0,129.5,0.25,16,11.90259988717207,8.949624747754216,2,train
129,74440.0,3475.0,124.5,0.5,12,11.217762144303785,8.153637486385282,3,test
130,147459.0,6758.0,119.0,0.4117647058823529,17,11.901312231543642,8.818630229100354,2,train
131,102566.0,5531.0,128.0,0.6086956521739131,23,11.538271522555494,8.61830469278465,0,train
132,95284.5,4349.5,127.5,0.3888888888888889,18,11.464632926964356,8.37804606000608,1,train
133,127863.5,6020.5,127.0,0.5769230769230769,26,11.758726388445648,8.703091676700534,2,train
134,101025.0,5220.0,122.0,0.631578947368421,19,11.523133188437649,8.560444233410552,0,train
135,108464.5,5863.0,117.5,0.55,20,11.594187429048494,8.676587243566487,0,train
136,161631.0,8504.0,119.0,0.48148148148148145,27,11.99307742526778,9.048409504829962,2,test
137,105017.0,5235.0,149.0,0.5294117647058824,17,11.56188704301889,8.56331312702979,1,train
138,57829.0,3051.0,140.0,0.5555555555555556,27,10.965262951152264,8.023552392404348,3,train
139,70693.0,3393.5,128.5,0.7272727272727273,22,11.166115982653952,8.129911753741702,3,train
140,67180.0,3260.0,135.0,0.43478260869565216,23,11.115145748438051,8.089789175789319,3,train
141,95129.0,5252.0,128.0,0.5333333333333333,15,11.462999656200502,8.566554620953962,0,train
142,93677.0,4750.0,125.0,0.4117647058823529,34,11.447618648769575,8.46611040118692,1,train
143,112818.0,6180.0,118.0,0.56,25,11.633540043578032,8.729235349659273,0,train
144,128345.0,6169.0,134.0,0.3157894736842105,19,11.76248502102986,8.727454116899434,2,train
145,100032.5,4697.0,131.0,0.4444444444444444,18,11.513260408870257,8.454892165218858,1,train
146,112584.0,5370.0,138.0,0.6,15,11.63146377089376,8.58876938990546,0,train
147,135609.0,6995.0,136.0,0.5151515151515151,33,11.817538398081991,8.853093836138493,2,train
148,83269.0,4071.0,125.5,0.6363636363636364,22,11.329843619229864,8.311889558230359,0,train
149,77282.5,3652.5,138.5,0.4166666666666667,24,11.255235757715917,8.203440891231272,1,train
150,108621.0,5449.0,127.0,0.48484848484848486,33,11.595629244234642,8.60337088765729,2,train
151,132461.0,6344.5,127.0,0.3125,16,11.794051090822764,8.755501179250219,2,train
152,89941.0,4582.0,130.0,0.6,15,11.40692029712438,8.430109084509125,0,train
153,105009.0,5304.0,132.0,0.2777777777777778,18,11.561810862700039,8.576405051048084,1,train
154,123464.0,5782.0,123.0,0.47368421052631576,19,11.723712994074853,8.662677858158219,2,train
155,64322.5,2995.5,124.5,0.5454545454545454,22,11.071680317795268,8.00520021989824,3,train
156,105139.0,5164.0,118.0,0.5333333333333333,15,11.56304807437344,8.549660381553739,0,train
157,80295.0,4143.0,127.5,0.5,22,11.293475085493636,8.329416783939319,3,train
158,52796.0,2610.0,111.0,0.5238095238095238,21,10.87420964989832,7.8674885686991285,3,train
159,141166.0,7005.5,138.5,0.625,16,11.857698865678437,8.854593568610273,2,train
160,89134.0,4799.0,123.0,0.6470588235294118,17,11.397907353385962,8.476371196895983,0,train
161,122812.0,6213.0,129.5,0.45,20,11.718418152284249,8.734560089952993,2,train
162,80026.0,4395.0,141.0,0.2222222222222222,9,11.290119356715705,8.388450315523512,1,train
163,129197.0,6697.0,123.0,0.7894736842105263,19,11.769101390334663,8.80956425335415,0,test
164,87724.0,4303.0,104.0,0.5882352941176471,17,11.381962200451415,8.36730010184162,0,test
165,100660.0,5370.0,107.0,0.3333333333333333,9,11.51951371471375,8.58876938990546,2,train
166,100433.0,4837.0,143.0,0.3157894736842105,19,11.517256074330675,8.484256691169973,1,train
167,72750.0,3511.0,142.5,0.6,20,11.194797930643736,8.163940954755008,3,train
168,150234.5,7226.5,125.0,0.42857142857142855,14,11.91995934191684,8.885648473890502,2,train
169,101001.0,5231.0,131.0,0.5294117647058824,17,11.522895597607539,8.562548893137034,0,train
170,114592.5,4959.0,135.5,0.5625,16,11.649146362631503,8.509161019718974,0,train
171,76530.0,3812.0,121.0,0.45454545454545453,33,11.245451166489799,8.246171559857563,3,train
172,104451.5,5020.0,121.5,0.5909090909090909,22,11.556487701595357,8.521384396034705,0,train
173,113146.5,5746.5,139.0,0.5,26,11.636447556252858,8.656520256637336,1,train
174,155453.0,7457.0,142.0,0.4482758620689655,29,11.954105146902386,8.917042560738766,2,test
175,97552.0,5198.5,123.5,0.65,20,11.488151099038143,8.556317746100287,0,train
176,93180.0,4542.5,133.0,0.5384615384615384,26,11.442299117229922,8.421452919135401,0,train
177,138370.0,7302.0,130.0,0.43478260869565216,23,11.837693762637388,8.89604050162011,2,train
178,74960.0,4286.0,149.5,0.4375,16,11.22472325727156,8.363342466597977,1,train
179,101316.5,4793.5,137.5,0.5555555555555556,18,11.526014429511946,8.475224706593735,1,train
180,149901.0,7250.0,136.0,0.6153846153846154,13,11.917737026229835,8.888894669371593,2,train
181,83524.0,4240.0,126.0,0.6190476190476191,21,11.332901267224956,8.352554369474591,0,train
182,112292.5,5417.0,139.0,0.38461538461538464,26,11.628871258374625,8.59748202264504,1,train
183,84097.5,4126.5,137.5,0.5555555555555556,18,11.339744009892346,8.325427175794283,1,train
184,141784.0,7629.0,115.5,0.5833333333333334,24,11.862067104692104,8.939843124278502,2,train
185,118914.5,5964.5,128.0,0.7916666666666666,24,11.686168435830975,8.693748153315855,0,train
186,78470.0,4312.0,120.0,0.56,25,11.270484408764034,8.369388996647842,0,train
187,105773.0,5216.0,147.0,0.38095238095238093,21,11.569060021513799,8.559677803022392,1,train
188,88192.5,4387.5,123.0,0.5,18,11.387288543134064,8.386742762032172,0,train
189,155884.0,7801.0,111.0,0.47368421052631576,19,11.956873834894086,8.962135390066601,2,test
190,136137.0,6332.0,128.0,0.3888888888888889,18,11.82142435613452,8.753529336516431,2,train
191,126287.0,6655.0,123.0,0.5,16,11.746320291948184,8.803273982501045,2,train
192,46149.0,2187.0,136.5,0.3125,16,10.739652239930999,7.690743163541872,3,train
193,136202.0,6368.0,130.0,0.3333333333333333,21,11.82190169888669,8.759197750371365,2,train
194,113740.5,5870.0,139.5,0.5909090909090909,22,11.6416836087464,8.677780256064185,0,train
195,93942.0,4787.0,132.0,0.5,18,11.450443494348903,8.473868066677865,1,train
196,122677.5,6712.0,126.0,0.4,20,11.717322391221582,8.811801223938751,2,train
197,89928.5,4903.0,128.0,0.6666666666666666,18,11.406781309013198,8.497806477616047,0,test
198,83430.0,4626.0,128.0,0.7619047619047619,21,11.331775221920417,8.439663988907,0,train
199,127829.0,6258.0,133.0,0.5238095238095238,21,11.758456535162068,8.7417757069247,2,train
200,80285.0,4146.0,127.0,0.45161290322580644,31,11.293350538533044,8.330140460246382,3,train
201,119387.0,5809.0,136.0,0.5333333333333333,15,11.69013397237736,8.667335849845957,2,train
202,112710.5,5886.5,129.0,0.5,18,11.632586735638384,8.680586738324672,2,train
203,73311.5,3402.0,124.0,0.4,20,11.202486405395831,8.132412674500905,3,train
204,97243.0,4661.0,125.0,0.35294117647058826,17,11.484978562919277,8.447199819595703,1,test
205,120599.0,5802.5,130.0,0.5833333333333334,24,11.700234563275222,8.666216462808677,0,train
206,93230.0,4647.0,125.0,0.47058823529411764,17,11.442835563394322,8.444192298531748,0,train
207,92950.0,4804.0,138.0,0.4782608695652174,23,11.439827751564016,8.477412321404392,1,train
208,96948.0,5050.0,124.0,0.5789473684210527,19,11.48194034602245,8.527341522468053,0,train
209,109638.0,5258.0,127.0,0.4666666666666667,15,11.60494842961628,8.567696173589344,2,train
210,99027.0,4928.0,135.0,0.4666666666666667,15,11.503157917411176,8.502891406705377,1,train
211,113840.0,5527.0,129.0,0.5217391304347826,23,11.642558016983761,8.617581365447506,2,test
212,111559.0,5761.0,129.0,0.6666666666666666,21,11.622317841741426,8.659039915644474,0,test
213,98245.5,5030.5,129.0,0.46875,32,11.49523490568731,8.523473429373388,1,test
214,91812.5,4266.0,122.0,0.4583333333333333,24,11.427514624620022,8.358666283188,0,train
215,152870.0,6931.0,110.5,0.5666666666666667,30,11.93734970747954,8.843903650835497,2,train
216,104086.0,5521.0,136.0,0.3125,16,11.552982366881762,8.6164953924901,1,train
217,93268.0,4602.0,135.0,0.47619047619047616,21,11.443243070102374,8.434463543817241,1,train
218,90870.5,4143.0,146.0,0.5555555555555556,18,11.417201699651205,8.329416783939319,1,train
219,90898.5,4377.5,128.5,0.4166666666666667,24,11.417509779600387,8.38446147896228,1,test
220,187483.0,9403.0,124.0,0.36,25,12.141448787418174,9.14889040965996,2,train
221,67373.5,3365.0,129.0,0.2727272727272727,22,11.118021887033484,8.121480374750751,3,test
222,85483.0,3631.5,134.0,0.4090909090909091,22,11.356084502910083,8.197676395444438,1,train
223,139995.0,6827.0,152.0,0.38095238095238093,21,11.849369129754699,8.828787083914332,1,train
224,125297.0,6672.0,112.0,0.6875,16,11.73845017906483,8.805824812903607,0,train
225,115123.0,4957.0,129.0,0.47619047619047616,21,11.653765087309242,8.508757712595136,2,train
226,85827.0,4666.0,142.5,0.3125,16,11.360100572564972,8.448271745949816,1,train
227,105503.0,5187.0,146.0,0.3333333333333333,21,11.566504145871457,8.554103545436334,1,train
228,91807.0,4879.0,134.0,0.5217391304347826,23,11.42745471878109,8.492900498847193,1,train
229,137252.0,6962.0,138.0,0.2631578947368421,19,11.829581217056393,8.848365694942547,2,train
230,102063.0,5029.0,155.5,0.2857142857142857,14,11.533355346481736,8.523175263093785,1,train
231,98307.0,5346.0,126.0,0.5217391304347826,23,11.495860686343637,8.584290934948731,0,train
232,84364.0,4118.0,129.0,0.47058823529411764,17,11.342907902632438,8.323365694436081,1,test
233,64430.0,3492.0,133.0,0.4,15,11.073350162732405,8.158516244806831,3,train
234,114469.5,5685.0,131.0,0.4375,16,11.648072426859652,8.645762292210945,2,test
235,112416.0,6376.0,123.5,0.5,12,11.629970450556874,8.760453046315272,2,train
236,93613.0,4227.0,118.0,0.5833333333333334,12,11.446935223930383,8.349484346990128,0,train
237,70218.0,3588.0,161.5,0.25,16,11.159374208664028,8.185628891147607,1,train
238,73955.0,3351.0,132.0,0.38461538461538464,26,11.211225600750243,8.117312461601975,3,test
239,122187.5,5857.5,125.0,0.65,20,11.713320213271555,8.67564887710821,0,train
240,83205.5,4453.5,130.0,0.5555555555555556,18,11.3290807487577,8.401670100160699,0,test
241,144444.0,7489.0,118.0,0.47619047619047616,21,11.880654091241995,8.921324076511265,2,train
242,91477.0,4139.0,121.0,0.47368421052631576,19,11.423853785195496,8.32845106681936,0,train
243,118391.0,5504.0,131.0,0.4,15,11.681756431581684,8.61341204915678,2,train
244,118206.5,5463.5,132.5,0.5,16,11.680196833717806,8.606027905116727,2,train
245,120201.0,5706.0,132.0,0.38461538461538464,13,11.696928939879927,8.649448770536708,2,train
246,68763.5,3348.5,114.5,0.5,24,11.13844290238153,8.116566359948322,3,train
247,129202.5,6038.0,124.0,0.5454545454545454,22,11.769143959746998,8.705993714307901,2,train
248,117826.0,6018.5,137.0,0.42857142857142855,28,11.6769727259742,8.70275947837508,2,test
249,115351.0,6103.0,125.0,0.5263157894736842,19,11.655743601986483,8.716699572964293,2,train
250,77823.5,4207.0,128.0,0.6,20,11.262211570618435,8.344742754417545,0,train
251,85879.5,4126.5,139.5,0.35,20,11.360712074053087,8.325427175794283,1,train
252,72004.0,3518.0,143.0,0.46153846153846156,13,11.184490840031483,8.165932137321585,1,test
253,142972.5,7404.5,122.0,0.7142857142857143,14,11.870414577383842,8.909978246367027,0,train
254,103659.5,4955.5,130.0,0.5833333333333334,24,11.54887641519338,8.508455125472953,0,train
255,97381.0,4697.0,126.0,0.35294117647058826,17,11.48639666762396,8.454892165218858,1,test
256,84987.0,4379.0,148.0,0.5384615384615384,13,11.35026534903553,8.384804003370492,1,train
257,105972.0,4980.0,129.0,0.5238095238095238,21,11.570939623667192,8.513385953073284,0,test
258,43449.0,2228.0,113.0,0.42105263157894735,19,10.679366130693538,7.709308333385869,3,train
259,73677.0,3336.0,123.0,0.6190476190476191,21,11.20745952615252,8.112827478751374,3,train
260,87317.0,4356.5,124.5,0.5,28,11.377311906141381,8.379653777394177,0,train
261,125581.0,6831.5,137.0,0.9285714285714286,14,11.740714210644164,8.829445917802223,0,train
262,63054.5,2983.5,129.0,0.6111111111111112,18,11.051770569943818,8.001187507608705,3,train
263,118291.5,6156.5,129.0,0.5,24,11.68091564981641,8.725426129994693,2,train
264,116640.5,5676.0,116.0,0.6666666666666666,12,11.6668604072421,8.644178203170727,0,train
265,95679.0,5259.0,120.0,0.6,15,11.468764569184458,8.567886305731756,0,train
266,98342.0,4874.0,142.5,0.5,22,11.496216646906964,8.491875383431948,1,train
267,90185.5,4265.0,133.0,0.42857142857142855,28,11.409635027443667,8.358431899031295,1,train
268,133539.0,6524.0,126.0,0.6190476190476191,21,11.80215633741186,8.783396232190894,2,train
269,67576.0,3580.0,145.0,0.2,15,11.121022967451031,8.183397369998433,1,train
270,105481.0,5573.0,119.0,0.5263157894736842,19,11.56629560122793,8.625868208041894,0,train
271,127660.5,6448.0,128.5,0.3888888888888889,18,11.757137508701852,8.771680359010377,2,test
272,186841.5,9723.0,112.5,0.5625,32,12.138021294958982,9.182352335436015,2,train
273,103737.0,5318.0,122.0,0.35294117647058826,17,11.549623768752902,8.579040594742317,2,train
274,83801.0,4051.0,123.0,0.3684210526315789,19,11.336212152533827,8.306965865368573,1,train
275,98517.5,4616.0,134.5,0.5,22,11.49799962678361,8.43750042250699,1,train
276,71752.0,3465.5,117.5,0.5909090909090909,22,11.180984944594467,8.150900718382545,3,test
277,106727.0,5275.0,131.0,0.26666666666666666,15,11.578038820858643,8.570923513837204,1,train
278,114218.5,5540.5,122.5,0.5416666666666666,24,11.6458773146922,8.620020501215707,0,train
279,144163.0,6334.0,124.0,0.7272727272727273,11,11.87870681940506,8.75384509275524,0,train
280,111376.5,5729.0,133.0,0.2857142857142857,14,11.6206806112103,8.653470809708786,1,train
281,120166.0,6499.0,143.0,0.4117647058823529,17,11.696637720960288,8.779557455883728,1,train
282,97922.0,4979.0,138.0,0.43478260869565216,23,11.491936734531745,8.513185170018698,1,test
283,149041.0,7801.0,130.0,0.6,25,11.91198342440175,8.962135390066601,2,train
284,70684.0,3778.0,139.0,0.47058823529411764,17,11.165988665301134,8.237214703349489,1,train
285,118073.0,5906.5,150.0,0.25,20,11.679066825535145,8.683978009061063,1,train
286,78630.0,4081.0,140.0,0.47368421052631576,19,11.272521302696882,8.31434234336979,1,train
287,73658.5,4281.5,152.5,0.3333333333333333,18,11.207208402031407,8.362292230198275,1,train
288,97898.0,4741.5,126.0,0.5,24,11.491691613961837,8.464319701809169,0,train
289,104730.0,5558.0,142.0,0.3157894736842105,19,11.559150437084062,8.62317351495347,1,train
290,167758.0,8502.5,135.5,0.375,24,12.030283704661516,9.048233122432467,2,test
291,73914.0,3609.5,118.0,0.55,20,11.210671063335191,8.191601545891237,3,train
292,110478.0,5368.0,121.0,0.45161290322580644,31,11.61258073663019,8.58839695042257,2,train
293,93693.0,4723.0,135.0,0.7692307692307693,13,11.447789432024692,8.460411177317253,0,train
294,85386.0,4796.0,138.0,0.42105263157894735,19,11.35494914336493,8.475746001502063,1,train
295,110888.0,5654.0,145.0,0.38461538461538464,13,11.616284979960888,8.640295388550221,1,train
296,92166.0,5060.0,136.0,0.4,15,11.431357427906406,8.529319371214077,1,train
297,104059.0,5464.0,117.0,0.4782608695652174,23,11.552722934844294,8.60611940061064,0,train
298,129137.5,6263.0,123.0,0.8333333333333334,18,11.768640750811777,8.74257423767064,0,test
299,78454.0,3941.0,131.0,0.5789473684210527,19,11.27028049099317,8.279443487712665,0,test
300,87560.0,4454.5,135.0,0.4166666666666667,24,11.380090972311647,8.401894567052775,1,train
301,129770.0,6298.0,111.0,0.4782608695652174,23,11.773526637642867,8.74814616962193,2,train
302,115994.0,5550.0,122.0,0.6842105263157895,19,11.661302365711245,8.621733370690162,0,train
303,101945.0,4748.0,129.5,0.5454545454545454,22,11.532198540313814,8.465689348549121,0,train
304,117821.0,5513.0,125.0,0.6363636363636364,11,11.676930289978285,8.615045591583742,0,train
