creator_id,session,dow,start_hour,duration,unq_viewers,avg_viewers,5min_viewers,sponsored,sp_cost,active_users_1h,active_users_3h,purchases_1h,purchases_3h,creator_female,creator_followers
3,1,4,19,138,45242,32714,18490,0,,33936,42967,11873,16453,0,983483
3,2,4,18,121,51571,46200,29534,1,500.0,38666,55024,13536,18951,0,983547
3,3,1,23,134,31963,22384,12459,1,29450.0,23981,33150,8401,9879,0,983610
3,4,6,17,127,61242,49603,29289,1,15154.0,45935,68554,16071,22985,0,983636
3,5,4,20,140,51286,42763,24890,0,,38458,48353,13460,19062,0,983675
3,6,6,17,73,45459,40086,20276,0,,34097,45482,11934,15756,0,983652
3,7,7,21,124,47443,40977,27861,0,,35575,43615,12454,16715,0,983652
3,8,5,17,182,45767,34835,21071,0,,34337,49107,12021,17900,0,983661
3,9,2,20,142,65011,56140,34237,1,26869.0,48750,67416,17059,23389,0,983699
3,10,7,15,230,49135,36979,23846,0,,36842,46305,12893,15203,0,983774
3,11,2,20,85,55415,40450,20755,1,38112.0,41565,54354,14556,20718,0,983767
3,12,5,19,126,44598,33708,21211,1,28062.0,33460,46249,11716,13091,0,983856
3,13,6,19,128,49326,39752,23063,1,20458.0,37004,46711,12945,18376,0,983921
3,14,2,20,95,31271,26390,15089,1,4168.0,23467,30304,8211,11827,0,983967
3,15,1,16,105,42441,33937,19945,0,,31819,40266,11139,13338,0,983992
3,16,5,17,113,41281,31682,16409,1,24336.0,30945,45799,10829,13404,0,984079
3,17,4,21,199,39707,34639,20624,0,,29764,40698,10413,12721,0,984134
3,18,7,18,110,44307,32468,18085,1,17893.0,33237,41009,11634,13563,0,984161
3,19,3,20,138,47038,38122,23627,1,12506.0,35271,50561,12337,18215,0,984160
3,20,6,19,208,45653,32929,20997,0,,34230,51326,11976,14073,0,984186
3,21,1,17,152,62690,50596,33275,0,,47020,58958,16463,18766,0,984193
3,22,7,16,118,49798,40810,27011,1,31973.0,37356,47450,13074,15032,0,984265
3,23,1,17,188,33719,29909,17127,0,,25279,33294,8849,10756,0,984301
3,24,4,17,229,50194,38458,25670,0,,37662,48695,13169,18990,0,984371
4,1,7,19,155,40207,32231,20856,1,33770.0,30142,44063,10546,15036,0,976778
4,2,2,15,165,38174,27884,15414,0,,28646,37265,10023,12342,0,976794
4,3,3,16,113,47548,33566,16848,1,22815.0,35653,51922,12489,16289,0,976901
4,4,5,18,131,39053,28238,18645,1,25048.0,29272,41102,10259,14809,0,976970
4,5,7,20,137,42862,37302,22254,1,31346.0,32145,40508,11247,13148,0,977041
4,6,4,17,103,51775,38025,25480,0,,38833,56826,13601,17040,0,977093
4,7,1,20,184,50446,36915,18852,0,,37856,50488,13250,16603,0,977156
4,8,6,17,138,47276,33777,18850,1,27136.0,35450,52200,12411,14114,0,977156
4,9,5,18,145,42129,32650,19648,1,52995.0,31589,46462,11054,12656,0,977157
4,10,2,21,162,44332,32517,18723,1,44036.0,33240,46592,11632,15162,0,977237
4,11,1,18,192,45284,38964,22199,0,,33954,49874,11886,14997,0,977317
4,12,2,18,183,37306,29038,16660,0,,27970,36468,9797,14052,0,977388
4,13,7,17,116,56597,39856,20218,0,,42445,60357,14857,18183,0,977485
4,14,3,19,215,45727,37650,18846,0,,34302,45836,11999,17343,0,977540
4,15,6,18,66,55169,45137,27134,0,,41379,59399,14480,20534,0,977578
4,16,1,21,148,30406,22943,13598,0,,22803,31166,7985,10073,0,977618
5,1,1,19,135,42571,33631,19087,1,8606.0,31922,47159,11171,12374,0,1049842
5,2,6,19,182,54534,38271,21108,0,,40910,54084,14309,15928,0,1049874
5,3,5,18,78,69603,55018,27984,1,15440.0,52191,75755,18261,24865,0,1049930
5,4,7,16,184,50626,40784,28299,0,,37960,46748,13289,18277,0,1050043
5,5,5,20,120,56092,47934,28682,1,30362.0,42082,51539,14722,20624,0,1050073
5,6,2,18,149,59561,47311,29064,1,49742.0,44672,61997,15632,22767,0,1050201
5,7,6,23,96,60113,45451,30183,1,22867.0,45111,58442,15784,22015,0,1050215
5,8,6,21,119,74031,61063,32143,1,10815.0,55515,81689,19434,27735,0,1050299
5,9,3,21,116,74137,57793,32649,0,,55601,74694,19450,25062,0,1050331
5,10,2,19,65,60882,52477,35543,1,7806.0,45654,61160,15983,21646,0,1050405
5,11,7,17,118,68693,53859,37093,1,20289.0,51517,63480,18031,20563,0,1050399
5,12,7,17,131,64390,52406,29799,0,,48284,69016,16899,20513,0,1050453
5,13,3,18,45,57847,49212,34134,0,,43401,62828,15194,17053,0,1050477
5,14,7,18,123,32796,28422,19494,1,8657.0,24613,31411,8619,10890,0,1050508
5,15,6,17,113,51784,40864,27751,1,16451.0,38840,51636,13591,19101,0,1050563
5,16,1,21,164,53691,46782,32070,1,35769.0,40274,52449,14096,15867,0,1050652
5,17,1,20,140,38987,34824,22995,1,48668.0,29225,38345,10233,13998,0,1050708
5,18,4,20,104,40325,34443,19040,1,22709.0,30247,37384,10590,12634,0,1050752
5,19,6,18,83,58739,48889,26755,0,,44061,54166,15428,18133,0,1050789
5,20,3,23,151,47595,37360,19637,0,,35706,44163,12504,17642,0,1050804
5,21,3,21,161,58375,49104,26852,0,,43772,56067,15314,18037,0,1050838
5,22,6,22,285,64137,46172,28665,0,,48117,59486,16841,21238,0,1050881
5,23,3,17,142,71821,54949,28515,0,,53871,80416,18851,25636,0,1050906
5,24,5,15,123,50064,36671,24899,1,24308.0,37536,45781,13141,18085,0,1050997
5,25,7,19,30,40932,36598,19585,0,,30684,40932,10748,12915,0,1051067
5,26,5,21,93,46611,33428,21488,0,,34964,46051,12232,15489,0,1051089
5,27,3,21,179,39330,32768,18259,1,11756.0,29495,37255,10319,12504,0,1051172
5,28,5,17,118,56349,43272,27762,0,,42252,57768,14792,16959,0,1051228
5,29,5,16,82,62881,56579,35166,1,19611.0,47146,60211,16498,21311,0,1051264
6,1,6,18,122,2262,1961,1235,1,500.0,1707,2467,584,758,1,65023
6,2,2,19,74,3133,2504,1454,1,500.0,2341,3484,828,1109,1,65052
6,3,4,17,132,2540,2053,1368,1,2273.0,1905,2523,671,987,1,65122
6,4,4,15,125,2888,2159,1419,1,2317.0,2164,2925,754,998,1,65145
6,5,2,21,70,2949,2316,1284,0,,2222,2765,775,993,1,65217
6,6,5,17,146,3812,3335,2182,1,3361.0,2853,4246,990,1461,1,65251
6,7,4,18,158,4025,3244,1787,0,,3018,4233,1048,1393,1,65273
6,8,6,19,77,2743,2107,1404,0,,2041,2617,712,1054,1,65361
6,9,6,19,164,3565,2998,1901,0,,2676,3527,946,1198,1,65375
6,10,2,19,110,3555,3003,2038,0,,2662,3288,936,1095,1,65426
6,11,5,16,135,2603,2147,1217,0,,1957,2472,680,993,1,65495
6,12,6,17,112,4021,3595,2112,1,853.0,3017,3762,1061,1460,1,65498
6,13,1,16,223,3190,2711,1620,0,,2376,3552,836,1142,1,65575
6,14,7,19,95,2893,2278,1258,1,1559.0,2160,2925,752,1005,1,65566
6,15,2,16,158,3616,2668,1392,0,,2717,3848,951,1322,1,65644
7,1,7,18,97,3495,2954,1970,0,,2621,3471,914,1123,0,71189
7,2,3,20,180,3598,2961,1766,1,3492.0,2700,3845,943,1154,0,71257
7,3,6,20,158,3945,3229,2218,1,1313.0,2976,4186,1035,1551,0,71297
7,4,5,17,89,4674,3774,2521,1,1474.0,3504,4454,1224,1565,0,71387
7,5,7,18,188,3141,2310,1205,0,,2363,2874,827,1049,0,71433
7,6,1,19,136,2759,2413,1478,1,3662.0,2070,2844,726,837,0,71436
7,7,7,17,106,3463,2988,2025,1,712.0,2624,3675,922,1368,0,71484
7,8,2,18,157,3014,2674,1800,0,,2260,3246,792,1137,0,71538
7,9,5,19,240,4132,3655,1995,0,,3106,4425,1093,1393,0,71575
7,10,2,18,147,4220,3201,1856,0,,3165,4442,1113,1398,0,71584
7,11,5,18,78,3987,3005,1983,0,,3009,3898,1050,1315,0,71604
7,12,7,20,130,4018,3146,1960,1,500.0,3000,3926,1058,1440,0,71640
7,13,3,21,173,4864,3946,2647,0,,3651,5399,1276,1603,0,71694
7,14,4,16,167,3511,2746,1502,1,3881.0,2626,3687,921,1323,0,71755
7,15,3,16,137,2231,1749,1018,1,1465.0,1669,2101,581,722,0,71804
7,16,7,16,172,2759,2288,1164,1,4431.0,2068,2822,720,1047,0,71910
7,17,7,22,147,2928,2283,1210,0,,2210,2944,773,1001,0,71912
7,18,4,16,61,3879,2924,1931,0,,2912,3839,1017,1318,0,71919
7,19,3,21,193,2794,2023,1057,0,,2113,2986,734,859,0,71993
7,20,4,16,93,3959,3422,2237,0,,2952,3774,1038,1192,0,72025
7,21,7,22,191,2812,2047,1279,0,,2111,2709,739,1093,0,72063
7,22,7,19,108,4304,3588,2390,1,1275.0,3235,4007,1144,1272,0,72115
7,23,5,17,118,2857,2517,1518,1,2061.0,2150,3037,757,893,0,72152
7,24,5,18,156,3384,2899,1712,1,2824.0,2542,3549,885,1084,0,72245
7,25,1,17,99,4250,3063,1972,1,1362.0,3181,4697,1114,1478,0,72275
7,26,4,17,139,3731,3113,2081,1,2549.0,2773,3661,975,1178,0,72312
7,27,4,17,117,4305,3404,2209,0,,3211,4058,1116,1581,0,72339
8,1,1,21,170,6570,5299,2705,0,,4921,6579,1723,2450,0,113099
8,2,7,18,241,4554,3830,2613,0,,3413,4763,1191,1397,0,113142
8,3,5,21,192,5456,4252,2923,0,,4081,5084,1425,1704,0,113180
8,4,3,20,112,4279,3470,2241,1,1335.0,3216,4777,1125,1400,0,113235
8,5,4,18,115,2821,2209,1480,1,1638.0,2108,2765,739,852,0,113329
8,6,5,15,252,5082,4371,2713,0,,3810,4798,1342,1889,0,113336
8,7,6,18,97,6775,5070,2709,1,1184.0,5062,7029,1773,2033,0,113438
8,8,1,18,117,6246,5344,3322,1,2546.0,4687,6582,1639,2434,0,113477
8,9,6,17,117,6772,5246,3620,0,,5092,6144,1784,2191,0,113516
8,10,1,18,215,5053,4256,2455,0,,3794,5010,1326,1713,0,113570
8,11,7,16,108,4966,3669,2433,1,4699.0,3723,4800,1310,1775,0,113615
8,12,6,18,186,5157,3858,2651,0,,3845,5621,1347,1694,0,113643
8,13,5,18,109,4344,3292,2026,1,3294.0,3256,4275,1133,1303,0,113727
8,14,7,20,107,6291,4423,2704,0,,4711,6189,1663,2037,0,113762
8,15,4,19,180,5367,4348,2486,0,,4032,4990,1414,1670,0,113824
8,16,5,23,170,5818,4890,3220,0,,4354,6046,1526,2092,0,113913
8,17,2,17,245,7288,5160,2983,0,,5454,7838,1912,2259,0,113949
8,18,4,20,138,4469,3573,2126,0,,3345,4918,1170,1566,0,113993
8,19,4,18,151,4429,3884,2446,1,3417.0,3324,4167,1158,1378,0,114040
8,20,7,18,138,6017,5298,3361,1,2954.0,4522,6019,1581,2068,0,114080
8,21,4,19,97,5687,4565,2501,1,1769.0,4267,6098,1488,2227,0,114150
8,22,7,19,212,7495,5694,3834,0,,5627,7587,1971,2271,0,114153
8,23,6,20,48,6980,5925,3696,0,,5231,7510,1837,2360,0,114200
9,1,3,21,82,6632,4880,2896,1,3583.0,4969,7200,1732,2124,0,105459
9,2,3,19,117,5670,4119,2251,0,,4248,5675,1494,1910,0,105511
9,3,4,19,105,5050,3935,2552,0,,3775,5187,1315,1565,0,105569
9,4,3,18,176,5796,5045,2782,0,,4337,5843,1513,2031,0,105538
9,5,6,19,135,3985,3473,2401,1,5984.0,2996,4119,1048,1378,0,105617
9,6,7,19,162,3569,2769,1632,0,,2665,3236,932,1314,0,105669
9,7,3,17,172,4798,4229,2468,0,,3591,5061,1261,1387,0,105787
9,8,1,13,145,5247,4345,2532,0,,3926,5481,1370,1735,0,105825
9,9,5,15,133,6443,4658,2976,1,3735.0,4831,6002,1684,2496,0,105895
9,10,5,22,204,7609,6777,3525,0,,5711,7382,2000,2276,0,105968
9,11,4,19,125,5573,4772,2534,1,5319.0,4177,5150,1449,1837,0,106032
9,12,4,20,188,5375,4774,3215,0,,4021,5339,1401,1619,0,106085
9,13,1,17,61,5494,4576,2920,0,,4117,5385,1442,2144,0,106156
9,14,1,20,95,4136,3295,1821,1,983.0,3097,4170,1086,1241,0,106198
9,15,2,21,126,6997,6253,3245,1,796.0,5233,7185,1823,2116,0,106304
9,16,4,21,118,5522,4814,2979,1,3806.0,4136,5959,1444,1684,0,106348
9,17,2,18,74,4258,3546,2070,1,889.0,3186,3898,1119,1449,0,106424
9,18,5,15,110,5089,3764,2093,1,3732.0,3803,4898,1328,1626,0,106436
9,19,4,18,128,5516,4202,2222,1,4658.0,4143,5786,1457,1607,0,106471
9,20,3,14,129,5308,4589,3101,1,5916.0,3978,4868,1386,1729,0,106571
9,21,7,18,235,5097,4568,2977,0,,3831,5185,1337,1922,0,106566
9,22,4,19,171,3989,3135,1860,0,,2983,3794,1044,1556,0,106630
9,23,3,20,182,6413,4948,2848,0,,4809,6374,1693,2198,0,106683
9,24,5,22,125,4674,3657,1995,1,1887.0,3487,4654,1226,1612,0,106718
9,25,7,20,117,3754,2654,1591,1,4984.0,2833,4000,988,1407,0,106709
9,26,4,17,119,4414,3716,2254,1,2003.0,3305,4567,1159,1431,0,106726
9,27,4,22,99,4734,3719,2349,0,,3574,5321,1253,1673,0,106757
9,28,4,16,33,6357,4751,2625,0,,4784,6463,1674,1886,0,106791
9,29,5,17,140,6102,5304,2719,1,4721.0,4587,6504,1612,1911,0,106857
10,1,2,21,93,4733,4238,2357,1,2964.0,3521,4352,1227,1558,1,93796
10,2,7,16,161,3867,2730,1702,1,2843.0,2916,4314,1025,1208,1,93869
10,3,1,20,109,4212,3571,2083,1,729.0,3153,4546,1105,1327,1,93951
10,4,4,19,126,4779,4154,2484,0,,3584,5058,1251,1545,1,94028
10,5,5,20,103,4213,3218,1714,1,500.0,3138,3780,1097,1256,1,94111
10,6,2,18,150,3331,2547,1285,0,,2511,3390,872,1225,1,94177
10,7,4,18,98,6211,4697,2554,1,2150.0,4646,6504,1626,2182,1,94214
10,8,7,18,198,4476,3813,2145,0,,3341,4637,1168,1425,1,94249
10,9,7,18,185,2554,2217,1367,0,,1917,2305,668,943,1,94320
10,10,5,19,120,5323,4101,2295,0,,3990,4886,1396,1606,1,94388
10,11,5,19,176,4889,3936,2358,0,,3667,4862,1283,1723,1,94423
10,12,6,19,174,5242,4533,2922,1,2555.0,3936,5256,1382,1916,1,94487
10,13,4,21,91,5114,4534,3117,0,,3831,5647,1330,1466,1,94543
10,14,6,20,75,4347,3194,2139,1,557.0,3268,4414,1135,1272,1,94552
10,15,1,20,138,4631,3733,2517,0,,3466,4312,1214,1543,1,94601
10,16,7,19,127,5359,3869,2601,1,2943.0,4029,5441,1415,1758,1,94696
10,17,3,19,157,4579,3340,2202,1,2645.0,3436,4500,1200,1682,1,94729
11,1,4,21,113,4924,3658,2432,1,1949.0,3695,4742,1287,1807,0,84871
11,2,6,18,78,5215,3850,2416,0,,3904,5451,1367,1605,0,84931
11,3,6,21,246,2945,2217,1183,0,,2224,3131,785,980,0,84997
11,4,5,21,188,6140,4756,3045,0,,4596,6667,1609,2065,0,85069
11,5,5,22,180,3590,3196,2103,0,,2694,3535,939,1048,0,85175
11,6,4,19,191,5413,4224,2248,0,,4084,5045,1439,2109,0,85238
11,7,6,17,178,2907,2432,1602,0,,2187,2698,760,1101,0,85328
11,8,2,19,108,3452,2803,1413,1,1091.0,2564,3520,899,1241,0,85413
11,9,4,18,111,2803,2195,1388,1,4830.0,2084,2771,726,1042,0,85408
11,10,7,18,114,4623,3599,2162,0,,3472,4650,1215,1351,0,85437
11,11,1,15,165,4779,3698,2396,0,,3557,5105,1248,1474,0,85502
11,12,7,20,73,3611,2627,1523,1,1974.0,2696,3292,953,1234,0,85541
11,13,7,18,98,2661,2284,1290,0,,1988,2559,697,807,0,85626
11,14,1,18,55,4872,3936,2330,1,809.0,3633,5016,1281,1867,0,85678
11,15,1,18,117,5637,5017,2753,1,2768.0,4229,5415,1488,2099,0,85742
11,16,1,18,153,3968,3098,1671,1,2646.0,2981,4233,1034,1305,0,85863
12,1,5,16,166,5876,4696,2506,1,5008.0,4423,5840,1553,2272,0,151497
12,2,2,18,175,7997,6031,3360,0,,6004,7262,2099,2372,0,151540
12,3,5,21,261,9668,6778,3970,0,,7241,10157,2533,3497,0,151598
12,4,6,18,213,10343,9196,5412,0,,7751,11470,2725,3080,0,151670
12,5,2,19,160,7844,6968,3573,0,,5879,7635,2057,2704,0,151745
12,6,3,20,104,6323,5099,2821,1,4586.0,4739,6232,1657,1903,0,151801
12,7,4,22,234,7469,5378,3222,0,,5601,7880,1966,2712,0,151841
12,8,6,16,139,3107,2298,1290,1,2868.0,2331,2971,813,993,0,151890
12,9,7,20,136,6691,4857,2869,1,8224.0,5018,6974,1751,2028,0,151955
12,10,6,17,125,5898,4977,2823,1,6722.0,4427,5343,1540,1743,0,151947
12,11,5,21,121,9836,8498,4935,1,3800.0,7361,10045,2588,3828,0,152018
12,12,1,21,162,7548,6561,3943,0,,5643,8037,1972,2746,0,152077
13,1,1,17,85,5030,3891,2377,0,,3762,4627,1314,1786,0,79541
13,2,3,21,127,3030,2231,1535,1,3986.0,2264,2946,795,1131,0,79584
13,3,7,20,138,5173,3839,2405,0,,3899,5312,1362,1957,0,79611
13,4,3,20,169,2643,2146,1171,0,,1976,2789,695,907,0,79615
13,5,3,19,139,3897,3153,2023,0,,2928,3729,1027,1382,0,79661
13,6,4,17,178,3743,3109,2128,0,,2815,3417,992,1440,0,79797
13,7,3,16,213,3265,2532,1270,0,,2448,3296,855,948,0,79870
13,8,2,19,132,3581,2798,1528,0,,2671,3612,935,1087,0,79894
13,9,1,20,134,4499,3624,2187,0,,3375,4640,1185,1493,0,79899
13,10,6,20,167,4324,3190,2042,1,1306.0,3232,4165,1126,1239,0,79961
13,11,6,20,114,3626,2570,1783,1,500.0,2709,3509,954,1220,0,79999
13,12,6,18,111,3581,3097,1737,1,1214.0,2705,3608,938,1300,0,80056
13,13,5,18,138,4920,3563,1901,1,1181.0,3698,5153,1285,1617,0,80090
13,14,1,17,134,4382,3074,1999,0,,3309,4264,1158,1602,0,80112
13,15,5,19,96,4321,3088,1831,0,,3232,4800,1132,1689,0,80121
13,16,1,17,37,4112,3666,1937,0,,3093,3914,1079,1291,0,80152
13,17,5,19,161,2660,2375,1582,1,1448.0,1981,2653,700,1039,0,80200
13,18,4,17,114,4059,3385,2100,0,,3041,3714,1069,1244,0,80228
14,1,4,17,79,3454,2485,1592,0,,2588,3367,907,1087,0,55078
14,2,1,18,121,2944,2554,1574,1,1506.0,2215,3129,769,849,0,55074
14,3,2,18,199,2544,1860,1006,0,,1897,2682,670,779,0,55147
14,4,6,19,63,2687,2155,1273,0,,2022,2696,713,848,0,55176
14,5,2,16,105,3253,2789,1521,1,500.0,2438,3531,853,1097,0,55227
14,6,5,18,130,3019,2288,1219,1,2000.0,2262,2903,795,1024,0,55276
14,7,1,17,221,3505,2617,1829,0,,2617,3857,921,1114,0,55316
14,8,5,18,118,2188,1572,945,1,1118.0,1629,2361,575,852,0,55383
14,9,2,23,286,3383,2747,1513,0,,2542,3250,893,1261,0,55459
14,10,3,17,99,2591,2114,1457,1,500.0,1943,2523,676,881,0,55555
14,11,1,14,99,2568,2294,1348,0,,1936,2571,675,891,0,55638
15,1,4,19,158,3754,3007,1907,1,2693.0,2824,4207,982,1165,1,85035
15,2,1,18,94,3937,3333,1715,1,1587.0,2964,3674,1040,1359,1,85077
15,3,5,17,108,4717,3477,1825,1,2215.0,3531,4734,1239,1662,1,85112
15,4,7,20,93,5123,3900,1978,0,,3848,5694,1342,1740,1,85189
15,5,4,18,113,4544,4021,2128,0,,3394,5061,1190,1671,1,85213
15,6,4,16,177,3395,2662,1753,0,,2541,3403,890,1121,1,85243
15,7,3,19,90,4579,3701,2419,1,1662.0,3430,4376,1200,1568,1,85244
15,8,2,18,107,4376,3628,2114,1,1509.0,3279,4599,1154,1610,1,85317
15,9,2,19,151,4960,4421,2826,0,,3712,5118,1288,1598,1,85377
15,10,5,17,118,4437,3459,1981,1,3006.0,3335,4918,1174,1314,1,85460
15,11,5,18,130,5434,4698,2988,1,2867.0,4080,4999,1436,2061,1,85497
15,12,7,19,118,3478,2713,1555,1,1571.0,2627,3923,922,1282,1,85580
15,13,5,16,134,3628,2688,1726,0,,2708,3462,949,1232,1,85659
15,14,4,21,101,4535,3684,2552,1,2345.0,3391,4445,1182,1561,1,85747
15,15,5,17,142,4542,3796,2528,1,1782.0,3396,4644,1186,1739,1,85825
15,16,6,21,162,4062,2922,1815,1,3762.0,3045,3765,1057,1530,1,85894
15,17,1,18,86,5884,4927,3228,0,,4422,5719,1549,2260,1,85964
15,18,4,19,214,3678,3180,2020,0,,2760,3476,960,1406,1,85998
15,19,2,18,137,2450,2105,1238,1,2882.0,1849,2663,642,909,1,86052
15,20,3,22,163,3638,2982,1596,1,1336.0,2715,3720,953,1227,1,86142
16,1,2,19,228,3313,2759,1621,0,,2474,3676,859,1109,0,63570
16,2,7,20,107,3562,2838,1933,1,1437.0,2669,3769,935,1191,0,63613
16,3,5,17,90,3074,2378,1214,1,1594.0,2315,3193,807,1089,0,63675
16,4,6,18,111,2708,1911,1303,1,1021.0,2034,2850,715,788,0,63718
16,5,1,19,126,4008,3521,1965,1,878.0,3007,4440,1050,1389,0,63730
16,6,3,17,135,3222,2830,1915,0,,2414,3403,850,981,0,63754
16,7,2,12,173,3237,2737,1434,0,,2436,3367,850,1017,0,63791
16,8,4,22,172,2656,2137,1339,0,,1988,2730,697,772,0,63849
16,9,4,18,197,3019,2486,1274,0,,2263,2788,785,972,0,63922
16,10,4,21,71,2511,2024,1257,0,,1874,2523,649,839,0,63955
16,11,7,18,165,2808,2277,1268,1,4417.0,2106,2686,735,1005,0,64019
16,12,6,21,218,3189,2615,1664,0,,2384,2889,845,934,0,64105
16,13,6,20,197,3242,2573,1762,0,,2447,3508,849,1200,0,64141
16,14,3,19,157,3485,2634,1344,0,,2609,3310,919,1096,0,64182
16,15,1,18,95,4713,3668,2505,0,,3532,4603,1231,1599,0,64217
16,16,6,18,148,3264,2405,1233,0,,2443,3390,862,1199,0,64218
16,17,3,21,32,2370,1893,1267,0,,1776,2203,621,839,0,64312
17,1,1,20,189,4860,3983,2160,0,,3642,5421,1280,1778,1,120499
17,2,7,18,160,4832,4258,2796,1,959.0,3633,4950,1272,1768,1,120555
17,3,5,17,166,8478,6964,4061,0,,6355,8349,2230,3030,1,120633
17,4,3,15,97,6088,4671,3013,1,500.0,4555,6490,1594,1816,1,120628
17,5,1,20,116,5729,4221,2290,1,1505.0,4285,5803,1501,1704,1,120690
17,6,4,19,206,7635,6442,3861,0,,5731,6948,2002,2685,1,120725
17,7,6,19,157,5063,4511,2857,1,4763.0,3798,5563,1326,1764,1,120766
17,8,6,19,119,6223,4668,3023,1,1983.0,4675,6126,1637,1803,1,120780
17,9,3,18,81,6768,5315,3247,1,1809.0,5089,6494,1779,2257,1,120809
17,10,6,17,103,7157,5798,3235,1,529.0,5379,6993,1879,2369,1,120842
17,11,2,20,118,5647,3961,2370,1,3497.0,4221,5425,1478,2078,1,120907
17,12,1,17,117,6875,5027,3259,1,1968.0,5157,7391,1797,2298,1,120993
17,13,4,16,144,4468,3244,2005,1,3881.0,3345,4257,1171,1660,1,121026
17,14,2,20,141,5055,3557,2365,1,2675.0,3783,5185,1323,1883,1,121018
17,15,5,15,97,8335,6312,4379,1,1001.0,6236,8689,2190,2755,1,121018
17,16,2,20,84,5798,4711,3250,1,1831.0,4344,5465,1509,1754,1,121075
17,17,4,20,62,8086,5992,3347,0,,6063,7905,2125,2657,1,121134
17,18,4,19,148,4609,3359,2232,1,500.0,3458,4506,1213,1409,1,121209
17,19,6,17,155,5626,4306,2402,1,2473.0,4215,5793,1473,1891,1,121278
17,20,5,16,150,6470,4760,2478,0,,4853,5899,1708,2453,1,121317
17,21,1,16,140,5745,4594,3177,0,,4315,6129,1506,1906,1,121324
17,22,5,20,100,6547,5281,2789,1,2938.0,4926,6360,1727,2251,1,121381
17,23,2,15,186,6859,4891,2965,0,,5150,7168,1804,2032,1,121412
